,mse,mae
0,0.004868997726589441,0.0697782039642334
1,0.06096488982439041,0.2469106912612915
2,0.2504909038543701,0.500490665435791
3,0.029297739267349243,0.1711658239364624
4,0.0007964927353896201,0.028222203254699707
5,0.05477999150753021,0.23405125737190247
6,0.0073068696074187756,0.0854802280664444
7,0.027139192447066307,0.16473977267742157
8,0.00010058598127216101,0.010029256343841553
9,0.010844618082046509,0.10413749516010284
10,0.045361511409282684,0.2129824161529541
11,0.00043027009814977646,0.020742952823638916
12,0.07201419025659561,0.268354594707489
13,0.04213006794452667,0.20525610446929932
14,0.0035885474644601345,0.05990448594093323
15,0.018193500116467476,0.13488328456878662
16,0.04250183328986168,0.20615972578525543
17,0.00936043355613947,0.09674933552742004
18,0.015311592258512974,0.12374001741409302
19,0.0002974587259814143,0.017246991395950317
20,0.062289949506521225,0.2495795488357544
21,0.0007906453683972359,0.028118416666984558
22,0.44488731026649475,0.6669987440109253
23,0.06441602855920792,0.2538031339645386
24,0.04874303936958313,0.22077825665473938
25,0.004256095737218857,0.06523875892162323
26,0.020121192559599876,0.14184918999671936
27,0.018321547657251358,0.1353571116924286
28,0.0008865253766998649,0.029774576425552368
29,3.743264869626728e-06,0.0019347518682479858
30,0.002056979341432452,0.04535393416881561
31,0.005335615482181311,0.07304529845714569
32,0.04604460299015045,0.21458005905151367
33,0.005003846250474453,0.07073786854743958
34,0.0013451845152303576,0.03667675703763962
35,0.00020926458819303662,0.014465980231761932
36,0.01746593602001667,0.13215875625610352
37,0.0033450231421738863,0.057836174964904785
38,0.022129658609628677,0.14876040816307068
39,0.0008945509325712919,0.02990904450416565
40,0.010288147255778313,0.1014305055141449
41,0.034126006066799164,0.18473225831985474
42,8.31594952614978e-05,0.009119182825088501
43,0.004593302495777607,0.06777390837669373
44,1.876679220913502e-07,0.00043320655822753906
45,0.03654682636260986,0.19117224216461182
46,0.007668532896786928,0.08757016062736511
47,0.033884767442941666,0.1840781569480896
48,0.020001953467726707,0.14142826199531555
49,0.029922928661108017,0.17298245429992676
50,0.022969206795096397,0.15155595541000366
51,0.007796188350766897,0.08829602599143982
52,0.048213161528110504,0.2195749580860138
53,0.0157457385212183,0.12548202276229858
54,0.0005540455458685756,0.023538172245025635
55,0.01033488567918539,0.10166063904762268
56,0.04496701806783676,0.2120542824268341
57,1.871157655841671e-05,0.004325687885284424
58,0.0036076682154089212,0.06006386876106262
59,0.014338797889649868,0.11974471807479858
60,5.887325824005529e-05,0.007672891020774841
61,0.002126838779076934,0.04611766338348389
62,0.008053945377469063,0.08974377810955048
63,0.1140393614768982,0.3376971483230591
64,0.008961765095591545,0.09466660022735596
65,0.03250816464424133,0.18030020594596863
