,mse,mae
0,0.0025869959499686956,0.050862520933151245
1,0.05148431658744812,0.2269015610218048
2,0.4983368217945099,0.7059297561645508
3,0.16212257742881775,0.40264448523521423
4,2.777608642645646e-05,0.0052703022956848145
5,0.008566105738282204,0.09255325794219971
6,0.00033658870961517096,0.018346354365348816
7,0.0002611257368698716,0.016159385442733765
8,0.0073509132489562035,0.08573746681213379
9,0.03227699548006058,0.17965799570083618
10,0.09425169974565506,0.3070043921470642
11,0.07820140570402145,0.2796451449394226
12,0.03826916590332985,0.19562506675720215
13,0.08397011458873749,0.2897759675979614
14,0.07162363827228546,0.26762592792510986
15,0.01800498738884926,0.1341826617717743
16,0.009788710623979568,0.09893791377544403
17,0.06022128090262413,0.24540024995803833
18,0.02173774130642414,0.14743724465370178
19,0.012847534380853176,0.11334696412086487
20,0.07403600960969925,0.27209559082984924
21,0.003627701662480831,0.060230404138565063
22,0.1527949422597885,0.3908899426460266
23,0.04800282418727875,0.21909546852111816
24,0.04665318876504898,0.2159934937953949
25,0.007447957526892424,0.08630155026912689
26,0.0018307911232113838,0.04278774559497833
27,0.00605563260614872,0.07781794667243958
28,0.024707064032554626,0.15718480944633484
29,0.008273398503661156,0.09095822274684906
