,mse,mae
0,0.00047586311120539904,0.021814286708831787
1,0.11835148930549622,0.3440225124359131
2,0.42964187264442444,0.6554707288742065
3,0.2697901129722595,0.5194132328033447
4,0.00013952478184364736,0.011812061071395874
5,0.010533178225159645,0.10263127088546753
6,9.197355211654212e-06,0.0030327141284942627
7,7.987664866959676e-05,0.008937373757362366
8,0.04900741204619408,0.2213761806488037
9,0.005752928089350462,0.0758480578660965
10,0.1008935421705246,0.31763744354248047
11,0.05590151995420456,0.23643502593040466
12,0.049780674278736115,0.22311583161354065
13,0.06155289337038994,0.24809855222702026
14,0.04830402135848999,0.219781756401062
15,0.03528337925672531,0.18783870339393616
16,0.03258393704891205,0.18051020801067352
17,0.042045775800943375,0.20505066215991974
18,0.02117694728076458,0.14552301168441772
19,0.06344358623027802,0.25188010931015015
20,0.042756687849760056,0.20677690207958221
21,0.00791385117918253,0.08895982801914215
22,0.23357580602169037,0.48329681158065796
23,0.10701463371515274,0.32713091373443604
24,0.050331078469753265,0.22434589266777039
25,0.0005717144813388586,0.023910552263259888
26,0.004019726533442736,0.06340131163597107
27,0.006560907233506441,0.08099942654371262
28,0.03813101351261139,0.19527164101600647
29,0.056131452322006226,0.2369207739830017
