,mse,mae
0,0.00112795305904001,0.03358501195907593
1,0.12145865708589554,0.34850919246673584
2,0.3608554005622864,0.6007124185562134
3,0.23238998651504517,0.4820684492588043
4,0.001090467325411737,0.03302222490310669
5,0.06778993457555771,0.26036500930786133
6,0.0001959382207132876,0.013997793197631836
7,8.374865137739107e-05,0.009151428937911987
8,0.022919468581676483,0.15139177441596985
9,0.01398106012493372,0.11824153363704681
10,0.08502496033906937,0.2915903925895691
11,0.07774975150823593,0.2788364291191101
12,0.051593828946352005,0.22714275121688843
13,0.04812809079885483,0.2193811535835266
14,0.06807062774896622,0.2609034776687622
15,0.019943738356232643,0.1412222981452942
16,0.005444920156151056,0.07378970086574554
17,0.031935401260852814,0.17870478332042694
18,0.039903707802295685,0.1997591257095337
19,0.009764435701072216,0.09881515800952911
20,0.050006136298179626,0.22362051904201508
21,0.02077188715338707,0.14412455260753632
22,0.15689873695373535,0.39610445499420166
23,0.018718069419264793,0.13681399822235107
24,0.03878611698746681,0.19694191217422485
25,0.0016761423321440816,0.04094071686267853
26,0.0002450901083648205,0.015655353665351868
27,0.004674855154007673,0.06837291270494461
28,0.031043006107211113,0.17619025707244873
29,0.005751955788582563,0.07584165036678314
