,mse,mae
0,0.00020164767920505255,0.014200270175933838
1,0.0653771236538887,0.25568950176239014
2,0.3892499506473541,0.623898983001709
3,0.24172665178775787,0.4916570484638214
4,0.002245940500870347,0.04739135503768921
5,0.008453930728137493,0.09194526076316833
6,0.0017441102536395192,0.041762545704841614
7,0.014125621877610683,0.11885125935077667
8,0.02869710884988308,0.16940221190452576
9,0.04176633805036545,0.20436814427375793
10,0.0890774354338646,0.29845842719078064
11,0.07030574232339859,0.26515230536460876
12,0.028405511751770973,0.16853934526443481
13,0.06942038238048553,0.26347747445106506
14,0.06819141656160355,0.2611348628997803
15,0.02594083361327648,0.1610615849494934
16,0.01610325463116169,0.1268986016511917
17,0.02738056890666485,0.16547074913978577
18,0.019222872331738472,0.13864657282829285
19,0.018915697932243347,0.13753435015678406
20,0.05940483137965202,0.2437310665845871
21,0.004327777773141861,0.06578584760427475
22,0.1505417376756668,0.3879970908164978
23,0.0671965554356575,0.25922298431396484
24,0.03777850419282913,0.1943669319152832
25,1.1200377230125014e-05,0.0033466964960098267
26,0.02119104005396366,0.14557142555713654
27,0.002928465139120817,0.05411529541015625
28,0.00047896039905026555,0.021885164082050323
29,0.0307554230093956,0.17537224292755127
