,mse,mae
0,0.004329688381403685,0.06580036878585815
1,0.2212599813938141,0.47038280963897705
2,0.4417806565761566,0.6646658182144165
3,0.14824828505516052,0.38503023982048035
4,0.0010964886751025915,0.0331132709980011
5,0.0005429271259345114,0.02330079674720764
6,0.002029780764132738,0.045053087174892426
7,0.010858718305826187,0.1042051762342453
8,0.03370882198214531,0.18359962105751038
9,1.9798728317255154e-05,0.004449576139450073
10,0.0833023265004158,0.2886214256286621
11,0.054723337292671204,0.23393020033836365
12,0.04112328588962555,0.20278877019882202
13,0.0755845382809639,0.27492642402648926
14,0.07953675836324692,0.282022625207901
15,0.02414693869650364,0.1553928554058075
16,0.0313115119934082,0.1769505888223648
17,0.14867325127124786,0.38558170199394226
18,0.012803206220269203,0.11315125226974487
19,0.02073570154607296,0.14399896562099457
20,0.04109462723135948,0.2027180939912796
21,0.002050218638032675,0.04527933895587921
22,0.15476961433887482,0.3934077024459839
23,0.03172260895371437,0.17810842394828796
24,0.030789991840720177,0.175470769405365
25,0.001864045625552535,0.04317459464073181
26,0.017218731343746185,0.13122016191482544
27,0.00240341923199594,0.04902467876672745
28,0.024901503697037697,0.15780210494995117
29,0.03659139201045036,0.1912887692451477
