,mse,mae
0,4.850528966926504e-06,0.0022023916244506836
1,0.10812868177890778,0.32882925868034363
2,0.41278699040412903,0.6424850225448608
3,0.1668250560760498,0.4084422290325165
4,0.005339212715625763,0.07306991517543793
5,0.0478752963244915,0.2188042402267456
6,0.007434306666254997,0.08622242510318756
7,0.0049428693018853664,0.07030554115772247
8,0.025096677243709564,0.15841931104660034
9,0.0010824966011568904,0.03290131688117981
10,0.08985833823680878,0.2997637987136841
11,0.023472268134355545,0.15320661664009094
12,0.041512925177812576,0.2037472128868103
13,0.07521036267280579,0.27424508333206177
14,0.054939981549978256,0.23439279198646545
15,0.022408748045563698,0.1496955156326294
16,0.006236246787011623,0.07896991074085236
17,0.024478066712617874,0.1564546823501587
18,0.031614143401384354,0.1778036653995514
19,0.046672217547893524,0.2160375416278839
20,0.052446577697992325,0.22901217639446259
21,7.164372800616547e-05,0.008464261889457703
22,0.16927170753479004,0.4114264249801636
23,0.004995694849640131,0.07068023085594177
24,0.059379421174526215,0.24367892742156982
25,0.0034251559991389513,0.058524832129478455
26,0.03600643575191498,0.18975362181663513
27,0.0034463403280824423,0.058705538511276245
28,0.013372363522648811,0.11563893407583237
29,0.018180519342422485,0.1348351538181305
