,mse,mae
0,0.0004837371234316379,0.021994024515151978
1,0.09195166081190109,0.30323532223701477
2,0.48686483502388,0.6977570056915283
3,0.3094392418861389,0.5562726259231567
4,0.0009448500350117683,0.030738413333892822
5,0.05659085884690285,0.23788833618164062
6,0.0005716574960388243,0.02390936017036438
7,0.00022463136701844633,0.014987707138061523
8,1.3585797205450945e-05,0.003685891628265381
9,0.0006523674237541854,0.025541484355926514
10,0.09874056279659271,0.3142301142215729
11,0.07240525633096695,0.269082248210907
12,0.05527463182806969,0.23510557413101196
13,0.07231546938419342,0.2689153552055359
14,0.03331400826573372,0.182521253824234
15,0.01991553232073784,0.14112240076065063
16,0.004241390153765678,0.0651259571313858
17,0.0518406443297863,0.22768540680408478
18,0.032049309462308884,0.17902320623397827
19,0.032650310546159744,0.18069396913051605
20,0.03939780965447426,0.19848881661891937
21,0.007991370745003223,0.0893944650888443
22,0.1184963807463646,0.34423303604125977
23,0.003931581974029541,0.06270232796669006
24,0.03082887828350067,0.17558154463768005
25,0.006440475583076477,0.08025257289409637
26,0.00039669385296292603,0.01991717517375946
27,0.0014839426148682833,0.03852197527885437
28,0.023750852793455124,0.15411311388015747
29,0.010229668579995632,0.10114182531833649
