,1st_set,2nd_set,3rd_set
0,0.3317307692307692,0.6682692307692307,1.0
1,0.1346153846153846,0.32211538461538464,0.5048076923076923
2,0.125,0.23076923076923075,0.3557692307692308
3,0.2932692307692307,0.40865384615384615,0.5288461538461539
4,0.16346153846153846,0.40865384615384615,0.43749999999999994
5,0.22596153846153846,0.20673076923076922,0.40865384615384615
6,0.16826923076923075,0.3413461538461538,0.5144230769230769
7,0.11057692307692306,0.16826923076923075,0.25
