,1st_set,2nd_set,3rd_set
0,0.10392609238624573,0.11426340788602829,0.10672741383314133
1,0.240128755569458,0.3540892004966736,0.38829657435417175
2,0.47916075587272644,0.10067952424287796,0.304318904876709
3,0.25247472524642944,0.35660162568092346,0.39313429594039917
4,0.16131113469600677,0.514521598815918,0.3490614593029022
5,0.12818217277526855,0.10229336470365524,0.10933615267276764
6,0.2500417232513428,0.38303226232528687,0.40955156087875366
7,0.25699830055236816,0.43336302042007446,0.19351349771022797
