,mse,mae,r2_score
0,0.38558444380760193,0.5583610534667969,-4.1803646731520585
1,0.008576746098697186,0.08466609567403793,0.6245132768869839
2,0.04833342507481575,0.17856691777706146,-4.4329907843623015
3,0.007597113493829966,0.07618620991706848,0.17875269702685126
4,0.006344661116600037,0.06548557430505753,0.5802822915067454
5,0.036686357110738754,0.16717815399169922,-3.4307646353743344
6,0.006474169436842203,0.07611005008220673,0.675811981186401
7,0.03163487836718559,0.1560005396604538,-8.668654548462271
